State,Year,Quater,Registered_Users,App_Opens
Arunachal Pradesh,2019,3,2928,42877
Arunachal Pradesh,2019,3,3099,49222
Arunachal Pradesh,2019,3,38845,582435
Arunachal Pradesh,2019,3,1358,19509
Arunachal Pradesh,2019,3,1689,25736
Arunachal Pradesh,2019,3,271,1436
Arunachal Pradesh,2019,3,11186,260068
Arunachal Pradesh,2019,3,239,158
Arunachal Pradesh,2019,3,1304,19974
Arunachal Pradesh,2019,3,6421,112322
Arunachal Pradesh,2019,3,1064,13695
Arunachal Pradesh,2019,3,3398,43057
Arunachal Pradesh,2019,3,1634,46571
Arunachal Pradesh,2019,3,4101,64241
Arunachal Pradesh,2019,3,258,3686
Arunachal Pradesh,2019,3,1486,8960
Arunachal Pradesh,2019,3,572,8396
Arunachal Pradesh,2019,3,948,13437
Arunachal Pradesh,2019,3,524,11363
Arunachal Pradesh,2019,3,8145,139098
Arunachal Pradesh,2019,3,244,5099
Arunachal Pradesh,2019,3,8571,118071
Arunachal Pradesh,2019,3,2748,35114
Arunachal Pradesh,2019,3,6553,114907
Arunachal Pradesh,2019,3,4563,72268
Arunachal Pradesh,2019,4,3564,53396
Arunachal Pradesh,2019,4,3605,67097
Arunachal Pradesh,2019,4,44746,670934
Arunachal Pradesh,2019,4,1564,23729
Arunachal Pradesh,2019,4,1921,28156
Arunachal Pradesh,2019,4,289,1738
Arunachal Pradesh,2019,4,12562,313584
Arunachal Pradesh,2019,4,266,880
Arunachal Pradesh,2019,4,1623,27850
Arunachal Pradesh,2019,4,7386,129353
Arunachal Pradesh,2019,4,1263,20798
Arunachal Pradesh,2019,4,3944,50034
Arunachal Pradesh,2019,4,1847,48945
Arunachal Pradesh,2019,4,4773,70790
Arunachal Pradesh,2019,4,323,5098
Arunachal Pradesh,2019,4,1804,26060
Arunachal Pradesh,2019,4,653,7904
Arunachal Pradesh,2019,4,1131,19220
Arunachal Pradesh,2019,4,603,13700
Arunachal Pradesh,2019,4,9662,152680
Arunachal Pradesh,2019,4,296,5981
Arunachal Pradesh,2019,4,9859,132534
Arunachal Pradesh,2019,4,3144,42354
Arunachal Pradesh,2019,4,7303,139898
Arunachal Pradesh,2019,4,5190,87627
Arunachal Pradesh,2020,1,4351,72887
Arunachal Pradesh,2020,1,4261,76554
Arunachal Pradesh,2020,1,51342,819599
Arunachal Pradesh,2020,1,1747,25453
Arunachal Pradesh,2020,1,2201,35216
Arunachal Pradesh,2020,1,320,2195
Arunachal Pradesh,2020,1,13983,332479
Arunachal Pradesh,2020,1,290,989
Arunachal Pradesh,2020,1,1962,37103
Arunachal Pradesh,2020,1,8454,159158
Arunachal Pradesh,2020,1,1532,28280
Arunachal Pradesh,2020,1,4650,71091
Arunachal Pradesh,2020,1,2201,58817
Arunachal Pradesh,2020,1,5757,97255
Arunachal Pradesh,2020,1,373,7135
Arunachal Pradesh,2020,1,2143,37600
Arunachal Pradesh,2020,1,725,11471
Arunachal Pradesh,2020,1,1390,24530
Arunachal Pradesh,2020,1,701,16770
Arunachal Pradesh,2020,1,11262,201632
Arunachal Pradesh,2020,1,371,9758
Arunachal Pradesh,2020,1,11298,167166
Arunachal Pradesh,2020,1,3675,56522
Arunachal Pradesh,2020,1,8048,138728
Arunachal Pradesh,2020,1,6029,109933
Arunachal Pradesh,2020,2,5392,108893
Arunachal Pradesh,2020,2,5239,114770
Arunachal Pradesh,2020,2,59968,932769
Arunachal Pradesh,2020,2,1961,34903
Arunachal Pradesh,2020,2,2644,48738
Arunachal Pradesh,2020,2,367,4076
Arunachal Pradesh,2020,2,15766,394250
Arunachal Pradesh,2020,2,320,1597
Arunachal Pradesh,2020,2,2506,53112
Arunachal Pradesh,2020,2,10154,219948
Arunachal Pradesh,2020,2,1890,38098
Arunachal Pradesh,2020,2,5782,110670
Arunachal Pradesh,2020,2,2751,86086
Arunachal Pradesh,2020,2,7239,147515
Arunachal Pradesh,2020,2,509,11566
Arunachal Pradesh,2020,2,2552,54123
Arunachal Pradesh,2020,2,834,16738
Arunachal Pradesh,2020,2,1831,40101
Arunachal Pradesh,2020,2,870,25480
Arunachal Pradesh,2020,2,14036,293705
Arunachal Pradesh,2020,2,438,13500
Arunachal Pradesh,2020,2,13601,235755
Arunachal Pradesh,2020,2,4465,80310
Arunachal Pradesh,2020,2,8993,170812
Arunachal Pradesh,2020,2,7426,149491
Arunachal Pradesh,2020,3,6456,117359
Arunachal Pradesh,2020,3,6119,125437
Arunachal Pradesh,2020,3,69419,1157730
Arunachal Pradesh,2020,3,2226,42320
Arunachal Pradesh,2020,3,2983,51520
Arunachal Pradesh,2020,3,411,4634
Arunachal Pradesh,2020,3,17636,461190
Arunachal Pradesh,2020,3,337,2788
Arunachal Pradesh,2020,3,3169,63062
Arunachal Pradesh,2020,3,11755,264444
Arunachal Pradesh,2020,3,2304,47233
Arunachal Pradesh,2020,3,6799,117752
Arunachal Pradesh,2020,3,3277,91330
Arunachal Pradesh,2020,3,8623,158496
Arunachal Pradesh,2020,3,639,12196
Arunachal Pradesh,2020,3,3011,59246
Arunachal Pradesh,2020,3,1025,18583
Arunachal Pradesh,2020,3,2225,42723
Arunachal Pradesh,2020,3,1026,29126
Arunachal Pradesh,2020,3,16385,326045
Arunachal Pradesh,2020,3,508,11721
Arunachal Pradesh,2020,3,15921,302165
Arunachal Pradesh,2020,3,5295,106598
Arunachal Pradesh,2020,3,9944,224583
Arunachal Pradesh,2020,3,8553,165140
Arunachal Pradesh,2020,4,7388,124398
Arunachal Pradesh,2020,4,6805,134124
Arunachal Pradesh,2020,4,77936,1397025
Arunachal Pradesh,2020,4,2485,61121
Arunachal Pradesh,2020,4,3320,54476
Arunachal Pradesh,2020,4,444,7677
Arunachal Pradesh,2020,4,19464,455337
Arunachal Pradesh,2020,4,370,5847
Arunachal Pradesh,2020,4,3638,62876
Arunachal Pradesh,2020,4,13126,285992
Arunachal Pradesh,2020,4,2735,57036
Arunachal Pradesh,2020,4,7693,132469
Arunachal Pradesh,2020,4,3753,87881
Arunachal Pradesh,2020,4,9911,180696
Arunachal Pradesh,2020,4,745,14866
Arunachal Pradesh,2020,4,3497,80140
Arunachal Pradesh,2020,4,1173,21168
Arunachal Pradesh,2020,4,2635,48090
Arunachal Pradesh,2020,4,1141,27924
Arunachal Pradesh,2020,4,18203,320708
Arunachal Pradesh,2020,4,593,11458
Arunachal Pradesh,2020,4,17822,349321
Arunachal Pradesh,2020,4,6069,125505
Arunachal Pradesh,2020,4,10909,249095
Arunachal Pradesh,2020,4,9437,177437
Arunachal Pradesh,2021,1,8044,136547
Arunachal Pradesh,2021,1,7376,136247
Arunachal Pradesh,2021,1,84715,1553363
Arunachal Pradesh,2021,1,2660,55283
Arunachal Pradesh,2021,1,3594,61226
Arunachal Pradesh,2021,1,478,9538
Arunachal Pradesh,2021,1,21027,483047
Arunachal Pradesh,2021,1,390,7228
Arunachal Pradesh,2021,1,3990,69455
Arunachal Pradesh,2021,1,14231,295880
Arunachal Pradesh,2021,1,3008,68424
Arunachal Pradesh,2021,1,8402,145425
Arunachal Pradesh,2021,1,4117,92482
Arunachal Pradesh,2021,1,10836,191242
Arunachal Pradesh,2021,1,814,16142
Arunachal Pradesh,2021,1,3847,87503
Arunachal Pradesh,2021,1,1287,25911
Arunachal Pradesh,2021,1,2878,56271
Arunachal Pradesh,2021,1,1244,30137
Arunachal Pradesh,2021,1,19716,344148
Arunachal Pradesh,2021,1,647,14995
Arunachal Pradesh,2021,1,19342,363085
Arunachal Pradesh,2021,1,6577,122422
Arunachal Pradesh,2021,1,11778,230123
Arunachal Pradesh,2021,1,10242,200584
Arunachal Pradesh,2021,2,8685,444426
Arunachal Pradesh,2021,2,7955,547430
Arunachal Pradesh,2021,2,90871,1786163
Arunachal Pradesh,2021,2,2866,174807
Arunachal Pradesh,2021,2,3872,246789
Arunachal Pradesh,2021,2,516,77457
Arunachal Pradesh,2021,2,22625,1490269
Arunachal Pradesh,2021,2,430,99619
Arunachal Pradesh,2021,2,4314,221705
Arunachal Pradesh,2021,2,15360,1008718
Arunachal Pradesh,2021,2,3249,228236
Arunachal Pradesh,2021,2,9094,434361
Arunachal Pradesh,2021,2,4456,495881
Arunachal Pradesh,2021,2,11657,467127
Arunachal Pradesh,2021,2,883,164726
Arunachal Pradesh,2021,2,4145,428792
Arunachal Pradesh,2021,2,1398,201782
Arunachal Pradesh,2021,2,3116,410979
Arunachal Pradesh,2021,2,1353,150762
Arunachal Pradesh,2021,2,21404,1212334
Arunachal Pradesh,2021,2,702,156638
Arunachal Pradesh,2021,2,20817,855042
Arunachal Pradesh,2021,2,7057,293916
Arunachal Pradesh,2021,2,12636,830993
Arunachal Pradesh,2021,2,11111,596897
Arunachal Pradesh,2021,3,9451,558377
Arunachal Pradesh,2021,3,8665,578706
Arunachal Pradesh,2021,3,97854,2308276
Arunachal Pradesh,2021,3,3099,267726
Arunachal Pradesh,2021,3,4229,347190
Arunachal Pradesh,2021,3,571,113574
Arunachal Pradesh,2021,3,24489,2155265
Arunachal Pradesh,2021,3,473,181457
Arunachal Pradesh,2021,3,4671,265900
Arunachal Pradesh,2021,3,16680,1408514
Arunachal Pradesh,2021,3,3527,264771
Arunachal Pradesh,2021,3,9920,581463
Arunachal Pradesh,2021,3,4890,594284
Arunachal Pradesh,2021,3,12616,544772
Arunachal Pradesh,2021,3,974,203013
Arunachal Pradesh,2021,3,4506,556857
Arunachal Pradesh,2021,3,1509,292922
Arunachal Pradesh,2021,3,3396,433332
Arunachal Pradesh,2021,3,1475,179974
Arunachal Pradesh,2021,3,23328,1668215
Arunachal Pradesh,2021,3,770,213423
Arunachal Pradesh,2021,3,22538,1086775
Arunachal Pradesh,2021,3,7652,375423
Arunachal Pradesh,2021,3,13650,1355010
Arunachal Pradesh,2021,3,12140,674435
Arunachal Pradesh,2021,4,10187,348485
Arunachal Pradesh,2021,4,9331,311867
Arunachal Pradesh,2021,4,104806,3554385
Arunachal Pradesh,2021,4,3342,125753
Arunachal Pradesh,2021,4,4550,156209
Arunachal Pradesh,2021,4,621,18166
Arunachal Pradesh,2021,4,26237,1160379
Arunachal Pradesh,2021,4,498,15201
Arunachal Pradesh,2021,4,5027,153109
Arunachal Pradesh,2021,4,17980,728676
Arunachal Pradesh,2021,4,3810,168938
Arunachal Pradesh,2021,4,10679,341060
Arunachal Pradesh,2021,4,5345,215529
Arunachal Pradesh,2021,4,13555,389171
Arunachal Pradesh,2021,4,1069,48042
Arunachal Pradesh,2021,4,4850,208167
Arunachal Pradesh,2021,4,1633,54213
Arunachal Pradesh,2021,4,3675,121770
Arunachal Pradesh,2021,4,1593,63448
Arunachal Pradesh,2021,4,25155,829350
Arunachal Pradesh,2021,4,835,35976
Arunachal Pradesh,2021,4,24208,897713
Arunachal Pradesh,2021,4,8201,240330
Arunachal Pradesh,2021,4,14665,506240
Arunachal Pradesh,2021,4,13092,538118
Arunachal Pradesh,2022,1,10854,1566925
Arunachal Pradesh,2022,1,9972,1634844
Arunachal Pradesh,2022,1,111271,3209286
Arunachal Pradesh,2022,1,3560,640611
Arunachal Pradesh,2022,1,4882,1085994
Arunachal Pradesh,2022,1,656,267633
Arunachal Pradesh,2022,1,27860,4098935
Arunachal Pradesh,2022,1,540,230973
Arunachal Pradesh,2022,1,5355,703590
Arunachal Pradesh,2022,1,19214,3212352
Arunachal Pradesh,2022,1,4049,1182371
Arunachal Pradesh,2022,1,11401,1918566
Arunachal Pradesh,2022,1,5700,1728795
Arunachal Pradesh,2022,1,14420,1420049
Arunachal Pradesh,2022,1,1144,758412
Arunachal Pradesh,2022,1,5146,2047229
Arunachal Pradesh,2022,1,1744,845626
Arunachal Pradesh,2022,1,3942,1227784
Arunachal Pradesh,2022,1,1701,720274
Arunachal Pradesh,2022,1,26904,4323291
Arunachal Pradesh,2022,1,887,770322
Arunachal Pradesh,2022,1,25763,3444101
Arunachal Pradesh,2022,1,8731,921019
Arunachal Pradesh,2022,1,15589,1922991
Arunachal Pradesh,2022,1,14054,1536586
Arunachal Pradesh,2022,2,11479,1637036
Arunachal Pradesh,2022,2,10538,2173316
Arunachal Pradesh,2022,2,117568,3870115
Arunachal Pradesh,2022,2,3769,942878
Arunachal Pradesh,2022,2,5161,1296404
Arunachal Pradesh,2022,2,701,212502
Arunachal Pradesh,2022,2,29424,5493311
Arunachal Pradesh,2022,2,575,197796
Arunachal Pradesh,2022,2,5680,791335
Arunachal Pradesh,2022,2,20325,3608724
Arunachal Pradesh,2022,2,4265,1110684
Arunachal Pradesh,2022,2,12040,2045531
Arunachal Pradesh,2022,2,6034,1821245
Arunachal Pradesh,2022,2,15231,1555876
Arunachal Pradesh,2022,2,1210,1066185
Arunachal Pradesh,2022,2,5440,2396815
Arunachal Pradesh,2022,2,1854,734369
Arunachal Pradesh,2022,2,4160,1500428
Arunachal Pradesh,2022,2,1797,724575
Arunachal Pradesh,2022,2,28495,5476741
Arunachal Pradesh,2022,2,945,590302
Arunachal Pradesh,2022,2,27240,3704889
Arunachal Pradesh,2022,2,9235,1261876
Arunachal Pradesh,2022,2,16475,3393271
Arunachal Pradesh,2022,2,14887,2283314
Arunachal Pradesh,2022,3,12085,2475131
Arunachal Pradesh,2022,3,11115,2414601
Arunachal Pradesh,2022,3,124095,4843797
Arunachal Pradesh,2022,3,3966,844043
Arunachal Pradesh,2022,3,5436,1508192
Arunachal Pradesh,2022,3,740,285052
Arunachal Pradesh,2022,3,30964,7334928
Arunachal Pradesh,2022,3,598,312490
Arunachal Pradesh,2022,3,5997,1054633
Arunachal Pradesh,2022,3,21385,4282624
Arunachal Pradesh,2022,3,4510,1208942
Arunachal Pradesh,2022,3,12668,2160151
Arunachal Pradesh,2022,3,6321,2587741
Arunachal Pradesh,2022,3,16063,1637984
Arunachal Pradesh,2022,3,1262,1335449
Arunachal Pradesh,2022,3,5690,2257253
Arunachal Pradesh,2022,3,1936,861405
Arunachal Pradesh,2022,3,4369,1681957
Arunachal Pradesh,2022,3,1893,1436202
Arunachal Pradesh,2022,3,29965,5703178
Arunachal Pradesh,2022,3,980,1039686
Arunachal Pradesh,2022,3,28698,3767855
Arunachal Pradesh,2022,3,9713,1535818
Arunachal Pradesh,2022,3,17281,4728673
Arunachal Pradesh,2022,3,15642,2424843
Arunachal Pradesh,2022,4,12630,833741
Arunachal Pradesh,2022,4,11584,645541
Arunachal Pradesh,2022,4,130306,6605350
Arunachal Pradesh,2022,4,4105,197829
Arunachal Pradesh,2022,4,5633,318731
Arunachal Pradesh,2022,4,752,15469
Arunachal Pradesh,2022,4,32237,2129051
Arunachal Pradesh,2022,4,615,25308
Arunachal Pradesh,2022,4,6307,390756
Arunachal Pradesh,2022,4,22359,1441490
Arunachal Pradesh,2022,4,4730,345752
Arunachal Pradesh,2022,4,13188,799856
Arunachal Pradesh,2022,4,6590,442997
Arunachal Pradesh,2022,4,16816,964082
Arunachal Pradesh,2022,4,1301,131540
Arunachal Pradesh,2022,4,5930,277877
Arunachal Pradesh,2022,4,2008,72926
Arunachal Pradesh,2022,4,4500,277881
Arunachal Pradesh,2022,4,1960,131838
Arunachal Pradesh,2022,4,31196,1611653
Arunachal Pradesh,2022,4,1013,72545
Arunachal Pradesh,2022,4,30033,1542563
Arunachal Pradesh,2022,4,10189,456906
Arunachal Pradesh,2022,4,18003,947132
Arunachal Pradesh,2022,4,16322,1096224
Arunachal Pradesh,2023,1,13220,4665893
Arunachal Pradesh,2023,1,12127,3510306
Arunachal Pradesh,2023,1,136357,8066083
Arunachal Pradesh,2023,1,4310,960705
Arunachal Pradesh,2023,1,5917,2503611
Arunachal Pradesh,2023,1,789,332244
Arunachal Pradesh,2023,1,33625,7118752
Arunachal Pradesh,2023,1,631,409543
Arunachal Pradesh,2023,1,6598,2956409
Arunachal Pradesh,2023,1,23429,5317984
Arunachal Pradesh,2023,1,4938,1844736
Arunachal Pradesh,2023,1,13811,4586215
Arunachal Pradesh,2023,1,6882,4261440
Arunachal Pradesh,2023,1,17590,2457555
Arunachal Pradesh,2023,1,1367,2987329
Arunachal Pradesh,2023,1,6196,3660864
Arunachal Pradesh,2023,1,2091,1499108
Arunachal Pradesh,2023,1,4696,2962268
Arunachal Pradesh,2023,1,2051,1694622
Arunachal Pradesh,2023,1,32646,10230395
Arunachal Pradesh,2023,1,1057,1625393
Arunachal Pradesh,2023,1,31416,5195905
Arunachal Pradesh,2023,1,10648,1991047
Arunachal Pradesh,2023,1,18817,4341255
Arunachal Pradesh,2023,1,17064,3817796
Arunachal Pradesh,2023,2,13816,5009447
Arunachal Pradesh,2023,2,12712,3111463
Arunachal Pradesh,2023,2,141879,8027014
Arunachal Pradesh,2023,2,4513,1212448
Arunachal Pradesh,2023,2,6218,2625653
Arunachal Pradesh,2023,2,829,690610
Arunachal Pradesh,2023,2,35075,12694819
Arunachal Pradesh,2023,2,667,554599
Arunachal Pradesh,2023,2,6885,3189496
Arunachal Pradesh,2023,2,24522,5555603
Arunachal Pradesh,2023,2,5175,2137902
Arunachal Pradesh,2023,2,14441,4403074
Arunachal Pradesh,2023,2,7228,6889688
Arunachal Pradesh,2023,2,18396,5435236
Arunachal Pradesh,2023,2,1434,3536761
Arunachal Pradesh,2023,2,6473,4405218
Arunachal Pradesh,2023,2,2177,1008191
Arunachal Pradesh,2023,2,4928,2397368
Arunachal Pradesh,2023,2,2152,952771
Arunachal Pradesh,2023,2,34286,13774151
Arunachal Pradesh,2023,2,1107,1672388
Arunachal Pradesh,2023,2,32826,5234933
Arunachal Pradesh,2023,2,11120,1284729
Arunachal Pradesh,2023,2,19674,7183940
Arunachal Pradesh,2023,2,17877,3102018
Arunachal Pradesh,2023,3,14442,4197909
Arunachal Pradesh,2023,3,13297,1968279
Arunachal Pradesh,2023,3,147681,9581225
Arunachal Pradesh,2023,3,4694,4592922
Arunachal Pradesh,2023,3,6527,3812115
Arunachal Pradesh,2023,3,863,1097638
Arunachal Pradesh,2023,3,36577,9824623
Arunachal Pradesh,2023,3,688,1962286
Arunachal Pradesh,2023,3,7180,2743968
Arunachal Pradesh,2023,3,25647,7051234
Arunachal Pradesh,2023,3,5394,1875705
Arunachal Pradesh,2023,3,15073,5655652
Arunachal Pradesh,2023,3,7572,4137235
Arunachal Pradesh,2023,3,19174,2630313
Arunachal Pradesh,2023,3,1488,2646890
Arunachal Pradesh,2023,3,6737,7316834
Arunachal Pradesh,2023,3,2274,2347673
Arunachal Pradesh,2023,3,5142,3230543
Arunachal Pradesh,2023,3,2238,735948
Arunachal Pradesh,2023,3,35843,10328531
Arunachal Pradesh,2023,3,1163,1172497
Arunachal Pradesh,2023,3,34293,5916556
Arunachal Pradesh,2023,3,11597,1232555
Arunachal Pradesh,2023,3,20501,11922695
Arunachal Pradesh,2023,3,18704,4254854
Arunachal Pradesh,2023,4,15092,1399977
Arunachal Pradesh,2023,4,13826,991936
Arunachal Pradesh,2023,4,153071,10790588
Arunachal Pradesh,2023,4,4870,417091
Arunachal Pradesh,2023,4,6783,1191807
Arunachal Pradesh,2023,4,905,264377
Arunachal Pradesh,2023,4,37896,2218976
Arunachal Pradesh,2023,4,713,76269
Arunachal Pradesh,2023,4,7468,809394
Arunachal Pradesh,2023,4,26708,1741201
Arunachal Pradesh,2023,4,5612,538761
Arunachal Pradesh,2023,4,15725,1713791
Arunachal Pradesh,2023,4,7907,952682
Arunachal Pradesh,2023,4,19949,2445152
Arunachal Pradesh,2023,4,1569,244098
Arunachal Pradesh,2023,4,6986,779908
Arunachal Pradesh,2023,4,2369,371792
Arunachal Pradesh,2023,4,5365,501863
Arunachal Pradesh,2023,4,2335,204963
Arunachal Pradesh,2023,4,37357,2879640
Arunachal Pradesh,2023,4,1204,205215
Arunachal Pradesh,2023,4,35633,2887745
Arunachal Pradesh,2023,4,12074,956616
Arunachal Pradesh,2023,4,21219,2401036
Arunachal Pradesh,2023,4,19452,1888668
Arunachal Pradesh,2024,1,15784,5446638
Arunachal Pradesh,2024,1,14506,2320070
Arunachal Pradesh,2024,1,159264,11037149
Arunachal Pradesh,2024,1,5083,988152
Arunachal Pradesh,2024,1,7120,2828933
Arunachal Pradesh,2024,1,950,3376396
Arunachal Pradesh,2024,1,39484,6992063
Arunachal Pradesh,2024,1,744,1882519
Arunachal Pradesh,2024,1,7781,1403745
Arunachal Pradesh,2024,1,27954,9141847
Arunachal Pradesh,2024,1,5836,3454920
Arunachal Pradesh,2024,1,16456,8588244
Arunachal Pradesh,2024,1,8327,5068675
Arunachal Pradesh,2024,1,20794,2638976
Arunachal Pradesh,2024,1,1657,1457263
Arunachal Pradesh,2024,1,7311,24550721
Arunachal Pradesh,2024,1,2483,1172275
Arunachal Pradesh,2024,1,5637,2420301
Arunachal Pradesh,2024,1,2444,1966895
Arunachal Pradesh,2024,1,39144,15663058
Arunachal Pradesh,2024,1,1267,3211127
Arunachal Pradesh,2024,1,37296,7039779
Arunachal Pradesh,2024,1,12606,2750502
Arunachal Pradesh,2024,1,22104,11946333
Arunachal Pradesh,2024,1,20361,6250462
Arunachal Pradesh,2024,2,16421,4850576
Arunachal Pradesh,2024,2,15072,3259063
Arunachal Pradesh,2024,2,165311,13595765
Arunachal Pradesh,2024,2,5267,3458976
Arunachal Pradesh,2024,2,7376,4908032
Arunachal Pradesh,2024,2,988,2759193
Arunachal Pradesh,2024,2,40932,7710316
Arunachal Pradesh,2024,2,773,2183593
Arunachal Pradesh,2024,2,8032,2435691
Arunachal Pradesh,2024,2,28987,6435955
Arunachal Pradesh,2024,2,6048,2727750
Arunachal Pradesh,2024,2,17096,9571544
Arunachal Pradesh,2024,2,8648,4527147
Arunachal Pradesh,2024,2,21620,3812728
Arunachal Pradesh,2024,2,1707,5836270
Arunachal Pradesh,2024,2,7590,3944842
Arunachal Pradesh,2024,2,2564,2978343
Arunachal Pradesh,2024,2,5840,2802362
Arunachal Pradesh,2024,2,2543,969378
Arunachal Pradesh,2024,2,40721,12523464
Arunachal Pradesh,2024,2,1322,1326691
Arunachal Pradesh,2024,2,38672,9340793
Arunachal Pradesh,2024,2,13054,3439218
Arunachal Pradesh,2024,2,22929,11070588
Arunachal Pradesh,2024,2,21156,5545559
Arunachal Pradesh,2024,3,25867,6427373
Arunachal Pradesh,2024,3,17950,13250276
Arunachal Pradesh,2024,3,53069,5213847
Arunachal Pradesh,2024,3,7613,6135003
Arunachal Pradesh,2024,3,8622,3738680
Arunachal Pradesh,2024,3,4228,4662715
Arunachal Pradesh,2024,3,52957,17112893
Arunachal Pradesh,2024,3,2847,8163729
Arunachal Pradesh,2024,3,17032,7409512
Arunachal Pradesh,2024,3,26089,9622134
Arunachal Pradesh,2024,3,8116,3581920
Arunachal Pradesh,2024,3,22192,4751945
Arunachal Pradesh,2024,3,11733,3099804
Arunachal Pradesh,2024,3,176072,4968118
Arunachal Pradesh,2024,3,30153,3493507
Arunachal Pradesh,2024,3,4476,9331714
Arunachal Pradesh,2024,3,10730,3890968
Arunachal Pradesh,2024,3,4673,4818221
Arunachal Pradesh,2024,3,7700,3125450
Arunachal Pradesh,2024,3,4948,6357196
Arunachal Pradesh,2024,3,47059,14570759
Arunachal Pradesh,2024,3,2805,24198006
Arunachal Pradesh,2024,3,50287,13003483
Arunachal Pradesh,2024,3,22442,2355608
Arunachal Pradesh,2024,3,30404,13752024
Arunachal Pradesh,2024,3,37104,13822081
Arunachal Pradesh,2024,4,26789,1428761
Arunachal Pradesh,2024,4,18610,1017828
Arunachal Pradesh,2024,4,55084,2980000
Arunachal Pradesh,2024,4,7967,494203
Arunachal Pradesh,2024,4,9030,543144
Arunachal Pradesh,2024,4,4395,393639
Arunachal Pradesh,2024,4,54415,2957299
Arunachal Pradesh,2024,4,2947,2741170
Arunachal Pradesh,2024,4,17741,1322690
Arunachal Pradesh,2024,4,26973,1258686
Arunachal Pradesh,2024,4,8451,422000
Arunachal Pradesh,2024,4,22964,2979336
Arunachal Pradesh,2024,4,12179,1270130
Arunachal Pradesh,2024,4,181946,7866403
Arunachal Pradesh,2024,4,31241,1374101
Arunachal Pradesh,2024,4,4610,307170
Arunachal Pradesh,2024,4,11103,675525
Arunachal Pradesh,2024,4,4869,294732
Arunachal Pradesh,2024,4,8040,605792
Arunachal Pradesh,2024,4,5195,379060
Arunachal Pradesh,2024,4,49057,2728512
Arunachal Pradesh,2024,4,2937,130410
Arunachal Pradesh,2024,4,52187,3833772
Arunachal Pradesh,2024,4,23209,4173760
Arunachal Pradesh,2024,4,30390,2029800
Arunachal Pradesh,2024,4,38550,2419659
Assam,2018,1,15998,0
Assam,2018,1,8143,0
Assam,2018,1,15241,0
Assam,2018,1,6566,0
Assam,2018,1,5694,0
Assam,2018,1,8292,0
Assam,2018,1,21182,0
Assam,2018,1,2420,0
Assam,2018,1,19619,0
Assam,2018,1,11421,0
Assam,2018,1,10102,0
Assam,2018,1,4768,0
Assam,2018,1,1274,0
Assam,2018,1,18986,0
Assam,2018,1,7571,0
Assam,2018,1,7193,0
Assam,2018,1,3487,0
Assam,2018,1,19567,0
Assam,2018,1,6874,0
Assam,2018,1,835,0
Assam,2018,1,6623,0
Assam,2018,1,7367,0
Assam,2018,1,9724,0
Assam,2018,1,2245,0
Assam,2018,1,6082,0
Assam,2018,1,4366,0
Assam,2018,1,8050,0
Assam,2018,1,87336,0
Assam,2018,1,5700,0
Assam,2018,1,20485,0
Assam,2018,1,10420,0
Assam,2018,1,5164,0
Assam,2018,1,16442,0
Assam,2018,2,23900,0
Assam,2018,2,12719,0
Assam,2018,2,23595,0
Assam,2018,2,9480,0
Assam,2018,2,8725,0
Assam,2018,2,12596,0
Assam,2018,2,30527,0
Assam,2018,2,3557,0
Assam,2018,2,29412,0
Assam,2018,2,16701,0
